name,path,entry_type,dataset_hint,protocol_hint,status_hint,registry_top_root_referenced,mtime_utc,raw_evidence_policy
mm_arcs_r2a_kernel_manual_recovery2.log,/private/results/mm_arcs_r2a_kernel_manual_recovery2.log,file,ogsod,ogsod_exact400_mm_arcs,unclassified_keep,no,2026-07-18T12:04:44.994003+00:00,KEEP_IN_PLACE
mm_arcs_r2a_kernel_updater_manual_recovery2.log,/private/results/mm_arcs_r2a_kernel_updater_manual_recovery2.log,file,ogsod,ogsod_exact400_mm_arcs,unclassified_keep,no,2026-07-18T09:58:42.696154+00:00,KEEP_IN_PLACE
ogsod400_gate_orchestrator,/private/results/ogsod400_gate_orchestrator,directory,ogsod,unknown,engineering_or_smoke,no,2026-07-16T01:14:19.701629+00:00,KEEP_IN_PLACE
ogsod400_gate_preflight,/private/results/ogsod400_gate_preflight,directory,ogsod,unknown,engineering_or_smoke,no,2026-07-12T14:39:33.831778+00:00,KEEP_IN_PLACE
ogsod_split_integrity_offline_20260719_v1.json,/private/results/ogsod_split_integrity_offline_20260719_v1.json,file,ogsod,unknown,unclassified_keep,no,2026-07-18T20:00:48.318012+00:00,KEEP_IN_PLACE
ogsod_split_integrity_offline_20260719_v1.log,/private/results/ogsod_split_integrity_offline_20260719_v1.log,file,ogsod,unknown,unclassified_keep,no,2026-07-18T20:00:48.453530+00:00,KEEP_IN_PLACE
ogsod_split_integrity_offline_20260719_v2.json,/private/results/ogsod_split_integrity_offline_20260719_v2.json,file,ogsod,unknown,unclassified_keep,no,2026-07-18T20:09:20.614325+00:00,KEEP_IN_PLACE
ogsod_split_integrity_offline_20260719_v2.log,/private/results/ogsod_split_integrity_offline_20260719_v2.log,file,ogsod,unknown,unclassified_keep,no,2026-07-18T20:09:20.770745+00:00,KEEP_IN_PLACE
ogsod_split_integrity_offline_20260719_v3.json,/private/results/ogsod_split_integrity_offline_20260719_v3.json,file,ogsod,unknown,unclassified_keep,no,2026-07-18T20:11:06.973213+00:00,KEEP_IN_PLACE
ogsod_split_integrity_offline_20260719_v3.log,/private/results/ogsod_split_integrity_offline_20260719_v3.log,file,ogsod,unknown,unclassified_keep,no,2026-07-18T20:11:07.039626+00:00,KEEP_IN_PLACE
ogsod_split_leakage_kill_v1_20260719,/private/results/ogsod_split_leakage_kill_v1_20260719,directory,ogsod,unknown,unclassified_keep,no,2026-07-18T20:22:58.159839+00:00,KEEP_IN_PLACE
pcc_gradient_witness,/private/results/pcc_gradient_witness,directory,other_or_unknown,unknown,unclassified_keep,no,2026-07-16T20:15:56.447917+00:00,KEEP_IN_PLACE
pgcmd,/private/results/pgcmd,directory,other_or_unknown,unknown,unclassified_keep,no,2026-07-14T01:01:49.981795+00:00,KEEP_IN_PLACE
rcfd_rs_v1,/private/results/rcfd_rs_v1,directory,other_or_unknown,unknown,unclassified_keep,no,2026-07-17T10:03:16.180700+00:00,KEEP_IN_PLACE
registration_transport,/private/results/registration_transport,directory,other_or_unknown,unknown,unclassified_keep,no,2026-07-14T10:13:06.586029+00:00,KEEP_IN_PLACE
rif_interaction,/private/results/rif_interaction,directory,ogsod,unknown,unclassified_keep,yes,2026-07-13T00:59:05.165084+00:00,KEEP_IN_PLACE
rma_cmd,/private/results/rma_cmd,directory,other_or_unknown,unknown,unclassified_keep,no,2026-07-16T18:28:20.244413+00:00,KEEP_IN_PLACE
sixiang_anchor_residual_v1_20260722_b1,/private/results/sixiang_anchor_residual_v1_20260722_b1,directory,sixiang,sixiang_direct300_sx_apr,unclassified_keep,yes,2026-07-22T09:06:33.168849+00:00,KEEP_IN_PLACE
sixiang_anchor_residual_v1_20260722_b1_control,/private/results/sixiang_anchor_residual_v1_20260722_b1_control,directory,sixiang,sixiang_direct300_sx_apr,unclassified_keep,no,2026-07-22T08:39:43.988105+00:00,KEEP_IN_PLACE
sixiang_anchor_residual_v1_20260722_b2,/private/results/sixiang_anchor_residual_v1_20260722_b2,directory,sixiang,sixiang_direct300_sx_apr,active_do_not_move,yes,2026-07-22T15:24:58.925060+00:00,KEEP_IN_PLACE
sixiang_anchor_residual_v1_20260722_b2_control,/private/results/sixiang_anchor_residual_v1_20260722_b2_control,directory,sixiang,sixiang_direct300_sx_apr,unclassified_keep,no,2026-07-22T09:43:59.572582+00:00,KEEP_IN_PLACE
sixiang_audit_20260719.json,/private/results/sixiang_audit_20260719.json,file,sixiang,unknown,analysis_or_audit,no,2026-07-19T15:42:47.733570+00:00,KEEP_IN_PLACE
sixiang_premise_hf_s0_e100_b64_gpu0,/private/results/sixiang_premise_hf_s0_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:46.490869+00:00,KEEP_IN_PLACE
sixiang_premise_hf_s123_e100_b64_gpu0,/private/results/sixiang_premise_hf_s123_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:47.158966+00:00,KEEP_IN_PLACE
sixiang_premise_hf_s42_e100_b64_gpu1,/private/results/sixiang_premise_hf_s42_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:36.091869+00:00,KEEP_IN_PLACE
sixiang_premise_ho_s0_e100_b64_gpu0,/private/results/sixiang_premise_ho_s0_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:42.557599+00:00,KEEP_IN_PLACE
sixiang_premise_ho_s123_e100_b64_gpu0,/private/results/sixiang_premise_ho_s123_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:42.744770+00:00,KEEP_IN_PLACE
sixiang_premise_ho_s42_e100_b64_gpu1,/private/results/sixiang_premise_ho_s42_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:58:53.693889+00:00,KEEP_IN_PLACE
sixiang_premise_hr_s0_e100_b64_gpu1,/private/results/sixiang_premise_hr_s0_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:40.105660+00:00,KEEP_IN_PLACE
sixiang_premise_hr_s123_e100_b64_gpu1,/private/results/sixiang_premise_hr_s123_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:39.810235+00:00,KEEP_IN_PLACE
sixiang_premise_hr_s42_e100_b64_gpu0,/private/results/sixiang_premise_hr_s42_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:59:42.790152+00:00,KEEP_IN_PLACE
sixiang_premise_hs_s0_e100_b64_gpu1,/private/results/sixiang_premise_hs_s0_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:29:01.275428+00:00,KEEP_IN_PLACE
sixiang_premise_hs_s0_e100_b64_gpu1_launch.log,/private/results/sixiang_premise_hs_s0_e100_b64_gpu1_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:29:03.489973+00:00,KEEP_IN_PLACE
sixiang_premise_hs_s123_e100_b64_gpu1,/private/results/sixiang_premise_hs_s123_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T18:57:46.735954+00:00,KEEP_IN_PLACE
sixiang_premise_hs_s123_e100_b64_gpu1_launch.log,/private/results/sixiang_premise_hs_s123_e100_b64_gpu1_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T18:57:49.889489+00:00,KEEP_IN_PLACE
sixiang_premise_hs_s42_e100_b64_gpu0,/private/results/sixiang_premise_hs_s42_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:32:32.295120+00:00,KEEP_IN_PLACE
sixiang_premise_hs_s42_e100_b64_gpu0_launch.log,/private/results/sixiang_premise_hs_s42_e100_b64_gpu0_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:32:34.424765+00:00,KEEP_IN_PLACE
sixiang_premise_rgb_s0_e100_b64_gpu1,/private/results/sixiang_premise_rgb_s0_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:19:49.348838+00:00,KEEP_IN_PLACE
sixiang_premise_rgb_s0_e100_b64_gpu1_launch.log,/private/results/sixiang_premise_rgb_s0_e100_b64_gpu1_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:19:51.445333+00:00,KEEP_IN_PLACE
sixiang_premise_rgb_s123_e100_b64_gpu0,/private/results/sixiang_premise_rgb_s123_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:25:20.457225+00:00,KEEP_IN_PLACE
sixiang_premise_rgb_s123_e100_b64_gpu0_launch.log,/private/results/sixiang_premise_rgb_s123_e100_b64_gpu0_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:25:22.353026+00:00,KEEP_IN_PLACE
sixiang_premise_rgb_s42_e100_b64_gpu0,/private/results/sixiang_premise_rgb_s42_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:23:28.442353+00:00,KEEP_IN_PLACE
sixiang_premise_rgb_s42_e100_b64_gpu0_launch.log,/private/results/sixiang_premise_rgb_s42_e100_b64_gpu0_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:23:30.542487+00:00,KEEP_IN_PLACE
sixiang_premise_rgbcmd_s0_e100_b64_gpu1,/private/results/sixiang_premise_rgbcmd_s0_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:28:40.049573+00:00,KEEP_IN_PLACE
sixiang_premise_rgbcmd_s0_e100_b64_gpu1_launch.log,/private/results/sixiang_premise_rgbcmd_s0_e100_b64_gpu1_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:28:42.425271+00:00,KEEP_IN_PLACE
sixiang_premise_rgbcmd_s123_e100_b64_gpu1,/private/results/sixiang_premise_rgbcmd_s123_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:29:32.085177+00:00,KEEP_IN_PLACE
sixiang_premise_rgbcmd_s123_e100_b64_gpu1_launch.log,/private/results/sixiang_premise_rgbcmd_s123_e100_b64_gpu1_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:29:34.713437+00:00,KEEP_IN_PLACE
sixiang_premise_rgbcmd_s42_e100_b64_gpu0,/private/results/sixiang_premise_rgbcmd_s42_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:32:02.821040+00:00,KEEP_IN_PLACE
sixiang_premise_rgbcmd_s42_e100_b64_gpu0_launch.log,/private/results/sixiang_premise_rgbcmd_s42_e100_b64_gpu0_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:32:05.301654+00:00,KEEP_IN_PLACE
sixiang_premise_sar_s0_e100_b64_gpu1,/private/results/sixiang_premise_sar_s0_e100_b64_gpu1,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:17:43.192088+00:00,KEEP_IN_PLACE
sixiang_premise_sar_s0_e100_b64_gpu1_launch.log,/private/results/sixiang_premise_sar_s0_e100_b64_gpu1_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:17:45.237207+00:00,KEEP_IN_PLACE
sixiang_premise_sar_s123_e100_b64_gpu0,/private/results/sixiang_premise_sar_s123_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:24:44.521989+00:00,KEEP_IN_PLACE
sixiang_premise_sar_s123_e100_b64_gpu0_launch.log,/private/results/sixiang_premise_sar_s123_e100_b64_gpu0_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:24:46.857442+00:00,KEEP_IN_PLACE
sixiang_premise_sar_s42_e100_b64_gpu0,/private/results/sixiang_premise_sar_s42_e100_b64_gpu0,directory,sixiang,sixiang_direct100_premise,unclassified_keep,yes,2026-07-20T17:21:51.543653+00:00,KEEP_IN_PLACE
sixiang_premise_sar_s42_e100_b64_gpu0_launch.log,/private/results/sixiang_premise_sar_s42_e100_b64_gpu0_launch.log,file,sixiang,sixiang_direct100_premise,unclassified_keep,no,2026-07-20T17:21:53.834071+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722,/private/results/sixiang_rgb_attr_v1_20260722,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,yes,2026-07-21T18:51:21.198786+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722_a2,/private/results/sixiang_rgb_attr_v1_20260722_a2,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,yes,2026-07-21T19:14:30.704412+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722_a3,/private/results/sixiang_rgb_attr_v1_20260722_a3,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,yes,2026-07-21T19:32:41.925969+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722_a4,/private/results/sixiang_rgb_attr_v1_20260722_a4,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,yes,2026-07-21T19:56:10.778072+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722_a5,/private/results/sixiang_rgb_attr_v1_20260722_a5,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,yes,2026-07-21T20:08:49.356739+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722_a8,/private/results/sixiang_rgb_attr_v1_20260722_a8,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,yes,2026-07-21T23:28:43.109699+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722_a9,/private/results/sixiang_rgb_attr_v1_20260722_a9,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,yes,2026-07-22T04:25:31.094531+00:00,KEEP_IN_PLACE
sixiang_rgb_attr_v1_20260722_control,/private/results/sixiang_rgb_attr_v1_20260722_control,directory,sixiang,sixiang_direct300_rgb_attribution,unclassified_keep,no,2026-07-21T18:39:53.250044+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu0,/private/results/sixiang_u300_fgd_s0_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T14:52:12.952410+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu0_exit_20260721T130704,/private/results/sixiang_u300_fgd_s0_gpu0_exit_20260721T130704,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T04:55:48.141852+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu0_failed_20260721T151605,/private/results/sixiang_u300_fgd_s0_gpu0_failed_20260721T151605,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:03:25.125107+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu0_hung_20260721T150142,/private/results/sixiang_u300_fgd_s0_gpu0_hung_20260721T150142,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:58:14.516112+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu1_exit_20260721T144237,/private/results/sixiang_u300_fgd_s0_gpu1_exit_20260721T144237,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T05:10:20.918972+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu1_exit_20260721T145349,/private/results/sixiang_u300_fgd_s0_gpu1_exit_20260721T145349,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:42:53.867347+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu1_failed_20260721T151605,/private/results/sixiang_u300_fgd_s0_gpu1_failed_20260721T151605,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:05:28.827867+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu1_failed_20260721T152328,/private/results/sixiang_u300_fgd_s0_gpu1_failed_20260721T152328,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:17:31.626742+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s0_gpu1_hung_20260721T150142,/private/results/sixiang_u300_fgd_s0_gpu1_hung_20260721T150142,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:54:52.686531+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s123_gpu1,/private/results/sixiang_u300_fgd_s123_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T13:54:04.135545+00:00,KEEP_IN_PLACE
sixiang_u300_fgd_s42_gpu1,/private/results/sixiang_u300_fgd_s42_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T13:54:20.838603+00:00,KEEP_IN_PLACE
sixiang_u300_hf_s0_gpu0,/private/results/sixiang_u300_hf_s0_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T02:06:24.346968+00:00,KEEP_IN_PLACE
sixiang_u300_hf_s123_gpu0,/private/results/sixiang_u300_hf_s123_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T03:33:23.766461+00:00,KEEP_IN_PLACE
sixiang_u300_hf_s42_gpu1,/private/results/sixiang_u300_hf_s42_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T02:06:43.176055+00:00,KEEP_IN_PLACE
sixiang_u300_ho_s0_gpu0,/private/results/sixiang_u300_ho_s0_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T06:52:49.400920+00:00,KEEP_IN_PLACE
sixiang_u300_ho_s123_gpu0,/private/results/sixiang_u300_ho_s123_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T06:52:59.165382+00:00,KEEP_IN_PLACE
sixiang_u300_ho_s42_gpu0,/private/results/sixiang_u300_ho_s42_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T06:52:37.542885+00:00,KEEP_IN_PLACE
sixiang_u300_hr_s0_gpu1,/private/results/sixiang_u300_hr_s0_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T03:33:28.443429+00:00,KEEP_IN_PLACE
sixiang_u300_hr_s123_gpu1,/private/results/sixiang_u300_hr_s123_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T05:06:58.471359+00:00,KEEP_IN_PLACE
sixiang_u300_hr_s42_gpu0,/private/results/sixiang_u300_hr_s42_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T05:08:11.707128+00:00,KEEP_IN_PLACE
sixiang_u300_hs_s0_gpu0,/private/results/sixiang_u300_hs_s0_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-20T21:43:24.679757+00:00,KEEP_IN_PLACE
sixiang_u300_hs_s123_gpu0,/private/results/sixiang_u300_hs_s123_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-20T23:10:54.952243+00:00,KEEP_IN_PLACE
sixiang_u300_hs_s42_gpu1,/private/results/sixiang_u300_hs_s42_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-20T21:43:53.677503+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s0_gpu0,/private/results/sixiang_u300_ladd_identity_s0_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T10:36:14.104054+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s0_gpu0_hung_20260721T170657,/private/results/sixiang_u300_ladd_identity_s0_gpu0_hung_20260721T170657,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:22:47.600143+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s0_gpu1_exit_20260721T151937,/private/results/sixiang_u300_ladd_identity_s0_gpu1_exit_20260721T151937,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:19:36.203358+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s0_gpu1_hung_20260721T170657,/private/results/sixiang_u300_ladd_identity_s0_gpu1_hung_20260721T170657,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T08:45:55.806184+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s123_gpu0_exit_20260721T153936,/private/results/sixiang_u300_ladd_identity_s123_gpu0_exit_20260721T153936,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:24:59.438239+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s123_gpu0_exit_manual_20260721T1815,/private/results/sixiang_u300_ladd_identity_s123_gpu0_exit_manual_20260721T1815,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T09:23:29.721644+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu12_exit_20260721T154047,/private/results/sixiang_u300_ladd_identity_s42_gpu12_exit_20260721T154047,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:22:51.018865+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu12_failed_20260721T170734,/private/results/sixiang_u300_ladd_identity_s42_gpu12_failed_20260721T170734,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T08:48:48.129177+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu12_failed_20260721T170943,/private/results/sixiang_u300_ladd_identity_s42_gpu12_failed_20260721T170943,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T09:07:48.542695+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T152106,/private/results/sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T152106,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:20:08.818375+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T154047,/private/results/sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T154047,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:23:24.907573+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T164603,/private/results/sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T164603,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T08:46:02.061856+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T164736,/private/results/sixiang_u300_ladd_identity_s42_gpu1_exit_20260721T164736,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T08:46:46.850353+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_identity_s42_gpu1_failed_20260721T170734,/private/results/sixiang_u300_ladd_identity_s42_gpu1_failed_20260721T170734,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T08:47:37.766714+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_plain_s0_gpu1,/private/results/sixiang_u300_ladd_plain_s0_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T17:35:09.460018+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_plain_s123_gpu1,/private/results/sixiang_u300_ladd_plain_s123_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T17:35:59.211627+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_plain_s42_gpu1,/private/results/sixiang_u300_ladd_plain_s42_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T17:35:21.560493+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_singleproj_s0_gpu0,/private/results/sixiang_u300_ladd_singleproj_s0_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T16:32:23.423980+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_singleproj_s0_gpu1,/private/results/sixiang_u300_ladd_singleproj_s0_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T14:49:00.576363+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_singleproj_s123_gpu0,/private/results/sixiang_u300_ladd_singleproj_s123_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T16:32:44.909653+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_singleproj_s123_gpu1,/private/results/sixiang_u300_ladd_singleproj_s123_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T14:48:30.739779+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_singleproj_s42_gpu0,/private/results/sixiang_u300_ladd_singleproj_s42_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T16:32:44.605339+00:00,KEEP_IN_PLACE
sixiang_u300_ladd_singleproj_s42_gpu1,/private/results/sixiang_u300_ladd_singleproj_s42_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T14:48:48.878087+00:00,KEEP_IN_PLACE
sixiang_u300_lcsr_v1_s0_gpu1,/private/results/sixiang_u300_lcsr_v1_s0_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T17:23:57.295463+00:00,KEEP_IN_PLACE
sixiang_u300_lcsr_v1_s123_gpu1,/private/results/sixiang_u300_lcsr_v1_s123_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T17:35:58.840341+00:00,KEEP_IN_PLACE
sixiang_u300_lcsr_v1_s42_gpu1,/private/results/sixiang_u300_lcsr_v1_s42_gpu1,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T15:00:45.139797+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s0_gpu0,/private/results/sixiang_u300_ld_s0_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T09:39:44.215195+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s0_gpu1_hung_20260721T144137,/private/results/sixiang_u300_ld_s0_gpu1_hung_20260721T144137,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T06:21:15.647304+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s123_gpu0,/private/results/sixiang_u300_ld_s123_gpu0,directory,sixiang,sixiang_direct300_legacy_unified,unclassified_keep,no,2026-07-21T11:51:30.831010+00:00,KEEP_IN_PLACE
sixiang_u300_ld_s123_gpu0_failed_20260721T151927,/private/results/sixiang_u300_ld_s123_gpu0_failed_20260721T151927,directory,sixiang,sixiang_direct300_legacy_unified,failed_or_duplicate_keep,no,2026-07-21T07:18:39.654784+00:00,KEEP_IN_PLACE
