dataset,family,phase,unit,identity,objects
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/110235.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/110301.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/110394.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/110481.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130040.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130138.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130146.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130170.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130230.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130231.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130235.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130247.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130401.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130445.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/130461.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/140085.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/140126.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/140175.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/140195.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/140243.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/140293.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/140517.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/150058.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/150228.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/150379.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/150381.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/160195.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/160244.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/160369.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/160465.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170102.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170132.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170140.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170169.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170201.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170280.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170430.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170431.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170437.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170439.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/170490.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/180037.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/180064.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/180345.jpg,3
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020005.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020029.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020057.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020092.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020141.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020149.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020175.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020210.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020222.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020226.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020279.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020352.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020376.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020395.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020396.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020416.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/020476.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030007.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030031.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030040.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030084.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030128.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030186.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030207.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030244.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030264.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030273.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030290.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030353.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030410.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030432.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030464.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/030471.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050004.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050009.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050043.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050058.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050067.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050073.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050106.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050112.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050131.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050171.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050194.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050253.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050263.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050281.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/050420.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060003.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060039.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060049.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060071.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060109.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060118.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060119.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060167.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060216.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060221.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060238.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060254.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060255.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060257.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060280.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060281.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060302.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060317.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060336.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060345.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060376.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060377.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060421.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060427.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060469.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060494.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/060512.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080005.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080014.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080024.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080048.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080073.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080088.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080090.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080120.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080146.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080177.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080231.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080266.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080268.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080284.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080286.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080310.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080312.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080343.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080344.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080346.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080354.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080359.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080368.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080417.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080429.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080454.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080462.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080481.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080492.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080493.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080507.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080536.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080537.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080547.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080574.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080586.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080587.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080604.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080613.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080619.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080630.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080643.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080682.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080688.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080700.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080740.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080762.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080804.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080870.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080927.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080974.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080975.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081005.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081011.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081038.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081040.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081060.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081114.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081116.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081154.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081165.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081179.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081192.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081231.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081235.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081240.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081250.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081300.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081305.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081314.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081330.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081346.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081369.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081398.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081409.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081429.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081437.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081472.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081484.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081487.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/081503.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090019.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090138.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090179.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090187.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090221.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090232.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090243.jpg,2
llvip,C0_C1,selected,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/090262.jpg,2
