dataset,split,object_id,image,rgb_gt_local_index,gt_class,source_group,native_state,native_correct,teacher_correct,paired,teacher_repair,teacher_potential_harm,cached_anchor_reference,cached_common_valid_region,actual_selected
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg::gt:4,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg,4,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg::gt:5,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg,5,0,08,correct,True,False,True,False,True,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg::gt:6,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080488.jpg,6,0,08,low_confidence,False,False,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080497.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080497.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080497.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080497.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080497.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080497.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg,3,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg::gt:4,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg,4,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg::gt:5,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg,5,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg::gt:6,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080511.jpg,6,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080521.jpg,3,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080530.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg::gt:4,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg,4,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg::gt:5,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg,5,0,08,localization_only,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg::gt:6,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080540.jpg,6,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080549.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080549.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080549.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080549.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080549.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080549.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080558.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080558.jpg,0,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080558.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080558.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080569.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080569.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg,2,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080578.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080588.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080588.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080588.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080588.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg::gt:4,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg,4,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg::gt:5,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080597.jpg,5,0,08,correct,True,False,True,False,True,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080607.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080607.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080607.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080607.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080616.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080616.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080616.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080616.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080626.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080626.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080635.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080635.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080635.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080635.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080644.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080644.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080654.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080654.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080654.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080654.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080663.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080663.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080663.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080663.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080663.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080663.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080673.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080673.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg,1,0,08,correct,True,False,True,False,True,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg,2,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg::gt:4,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080682.jpg,4,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080692.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080692.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080692.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080692.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080692.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080692.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080701.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080701.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080701.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080701.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080701.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080701.jpg,2,0,08,low_confidence,False,True,True,True,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,2,0,08,correct,True,False,True,False,True,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:4,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,4,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:5,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,5,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:6,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,6,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg::gt:7,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080712.jpg,7,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg::gt:0,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg,0,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg::gt:1,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg,1,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg::gt:2,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg,2,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg::gt:3,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg,3,0,08,correct,True,True,True,False,False,True,True,
llvip,train,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg::gt:4,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/llvip/yolo/grouped_v1/visible/images/fit/080721.jpg,4,0,08,correct,True,True,True,False,False,True,True,
