stem	sequence_prefix	visible	infrared	annotation
080009	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080009.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080009.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080009.xml
080010	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080010.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080010.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080010.xml
080011	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080011.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080011.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080011.xml
080012	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080012.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080012.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080012.xml
080013	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080013.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080013.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080013.xml
080014	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080014.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080014.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080014.xml
080015	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080015.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080015.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080015.xml
080016	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080016.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080016.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080016.xml
080017	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080017.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080017.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080017.xml
080018	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080018.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080018.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080018.xml
080019	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080019.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080019.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080019.xml
080020	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080020.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080020.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080020.xml
080021	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080021.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080021.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080021.xml
080022	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080022.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080022.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080022.xml
080023	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080023.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080023.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080023.xml
080024	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080024.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080024.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080024.xml
080025	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080025.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080025.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080025.xml
080026	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080026.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080026.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080026.xml
080027	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080027.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080027.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080027.xml
080028	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080028.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080028.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080028.xml
080029	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080029.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080029.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080029.xml
080030	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080030.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080030.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080030.xml
080031	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080031.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080031.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080031.xml
080032	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080032.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080032.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080032.xml
080033	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080033.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080033.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080033.xml
080034	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080034.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080034.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080034.xml
080035	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080035.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080035.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080035.xml
080036	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080036.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080036.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080036.xml
080037	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080037.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080037.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080037.xml
080038	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080038.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080038.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080038.xml
080039	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080039.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080039.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080039.xml
080040	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080040.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080040.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080040.xml
080041	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080041.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080041.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080041.xml
080042	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080042.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080042.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080042.xml
080043	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080043.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080043.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080043.xml
080044	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080044.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080044.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080044.xml
080045	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080045.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080045.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080045.xml
080046	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080046.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080046.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080046.xml
080047	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080047.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080047.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080047.xml
080048	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080048.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080048.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080048.xml
080049	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080049.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080049.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080049.xml
080050	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080050.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080050.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080050.xml
080051	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080051.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080051.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080051.xml
080052	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080052.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080052.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080052.xml
080053	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080053.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080053.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080053.xml
080054	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080054.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080054.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080054.xml
080055	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080055.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080055.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080055.xml
080056	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080056.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080056.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080056.xml
080057	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080057.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080057.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080057.xml
080058	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080058.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080058.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080058.xml
080059	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080059.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080059.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080059.xml
080060	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080060.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080060.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080060.xml
080061	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080061.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080061.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080061.xml
080062	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080062.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080062.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080062.xml
080063	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080063.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080063.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080063.xml
080064	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080064.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080064.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080064.xml
080065	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080065.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080065.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080065.xml
080066	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080066.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080066.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080066.xml
080067	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080067.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080067.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080067.xml
080068	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080068.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080068.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080068.xml
080069	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080069.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080069.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080069.xml
080070	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080070.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080070.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080070.xml
080071	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080071.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080071.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080071.xml
080072	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080072.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080072.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080072.xml
080073	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080073.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080073.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080073.xml
080074	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080074.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080074.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080074.xml
080075	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080075.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080075.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080075.xml
080076	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080076.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080076.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080076.xml
080077	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080077.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080077.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080077.xml
080078	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080078.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080078.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080078.xml
080079	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080079.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080079.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080079.xml
080080	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080080.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080080.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080080.xml
080081	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080081.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080081.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080081.xml
080082	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080082.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080082.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080082.xml
080083	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080083.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080083.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080083.xml
080084	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080084.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080084.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080084.xml
080085	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080085.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080085.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080085.xml
080086	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080086.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080086.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080086.xml
080087	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080087.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080087.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080087.xml
080088	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080088.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080088.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080088.xml
080089	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080089.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080089.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080089.xml
080090	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080090.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080090.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080090.xml
080091	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080091.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080091.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080091.xml
080092	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080092.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080092.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080092.xml
080093	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080093.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080093.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080093.xml
080094	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080094.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080094.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080094.xml
080095	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080095.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080095.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080095.xml
080096	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080096.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080096.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080096.xml
080097	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080097.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080097.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080097.xml
080098	08	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/visible/train/080098.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/infrared/train/080098.jpg	/mnt/dataset/yudongfang/projects/RGBT_campaign/data/raw/LLVIP/Annotations/080098.xml
